20031119	20031120	 Abbeville, LA	 formation	10 minutes
20100531	20100531	 Mundelein, IL	 unknown	MINUTES
19700910	20091005	 Mundelin, IL	 disk	30 seconds
19940515	19990228	 Munds Park (west of), AZ	 chevron	appox. 20 min.
19991008	20060909	 Munds Park, AZ	 cone	40+ min
20001025	20060409	 Munhall, PA	 light	2minutes
19910215	20050625	 Munich (Germany),	 formation	2 minutes
20100801	20100801	 Munich (Germany),	 light	30 seconds
19680410	20050209	 Munich (Oberschliessheim Army Airfield) (Germany),	 disk	10 minutes
19990810	19990916	 Munising, MI	 egg	overnight into morning
20000329	20000330	 Munising, MI	 triangle	30 sec.
20010105	20010105	 Munising, MI	 triangle	thirty min
20031112	20031113	 Munising, MI	 flash	1 MIN+
20090721	20090722	 Munising, MI	 light	2 minutes
20001029	20001029	 Munroe Falls, OH	 light	5 minutes
20010314	20010323	 Munroe Falls, OH	 changing	3 Min
20080614	20080615	 Munster, IN	 sphere	2 min
20010222	20010223	 Murdock/Port Charlotte, FL	 other	:02-:03 min.
19990409	19990430	 Murfeesboro, TN	 changing	1:30sec
19950707	20000414	 Murfreesboro (Just west of), TN	 oval	10 seconds
19980415	19980910	 Murfreesboro, TN	 sphere	5min
19990901	19990911	 Murfreesboro, TN	 fireball	5-10 minutes
20010416	20010416	 Murfreesboro, TN	 disk	3 to 5 minutes
20010603	20010608	 Murfreesboro, TN	 flash	less than a second
20011021	20011022	 Murfreesboro, TN	 oval	30 minutes
20010922	20010922	 Murfreesboro, TN	 circle	14 Minutes
19991115	20011203	 Murfreesboro, TN	 sphere	six seconds
20020807	20020807	 Murfreesboro, TN	 triangle	Unknown
20040201	20040626	 Murfreesboro, TN	 other	45 minutes
20040805	20041012	 Murfreesboro, TN	 cylinder	3-2 Minutes
20040927	20040927	 Murfreesboro, TN	 triangle	5 Minutes
20041223	20041223	 Murfreesboro, TN	 sphere	Several seconds
20050110	20050111	 Murfreesboro, TN	 disk	20 seconds
19961031	20050130	 Murfreesboro, TN	 circle	halloween
19740903	20050810	 Murfreesboro, TN	 disk	5 minutes
20051017	20051018	 Murfreesboro, TN	 light	50 minutes
19900202	20060330	 Murfreesboro, TN	 oval	1-2 Mins
20060719	20060727	 Murfreesboro, TN	 cylinder	15 sec
20070114	20070125	 Murfreesboro, TN	 light	5-10 Seconds
20070704	20070702	 Murfreesboro, TN	 unknown	10 minutes
20070901	20070901	 Murfreesboro, TN	 other	6 minutes
20071009	20071010	 Murfreesboro, TN	 light	5 seconds
20050901	20080111	 Murfreesboro, TN	 triangle	1 hour
20081110	20081110	 Murfreesboro, TN	 flash	1-2 seconds
20081110	20081110	 Murfreesboro, TN	 fireball	2 seconds
20090703	20090703	 Murfreesboro, TN	 unknown	30 seconds
19960601	20021108	 Murgon, QUEENSLAND,	 triangle	5+mins
20050815	20060309	 Murmet Springs, IL	 light	1 minute
20001228	20001228	 Murphreesboro, TN	 flash	.30 seconds
19950601	20070528	 Murphuys, CA	 unknown	10 min
19941213	19950203	 Murphy, NC		
19950330	19950402	 Murphy, NC		1 min.
20060326	20060325	 Murphy, NC	 unknown	1 hour plus
20051227	20080916	 Murphy, NC	 light	30 seconds
19970616	19971009	 Murphy, OR	 other	2 to 3 seconds
20080306	20080314	 Murphy, OR	 light	2 minutes
20080129	20080129	 Murphy, TX	 flash	2 Minutes
20100814	20100814	 Murphy, TX	 oval	03. Apr
20021014	20021014	 Murphys, CA	 changing	1minute
20050827	20050829	 Murphys, CA	 light	1 minute
19970724	19970727	 Murphysboro, IL	 cylinder	Approx:5min.
19820913	20031204	 Murphysboro, IL	 light	30+ minutes
20060817	20060910	 Murphysboro, IL	 cylinder	~30 seconds
19810801	20061121	 Murphysboro, IL	 circle	2 mins
20070318	20070318	 Murphysboro, IL	 rectangle	5 Seconds
20050303	20050304	 Murray (near), KY	 light	minute or less
20031004	20031004	 Murray, KY	 changing	1.50 hours
20040314	20040314	 Murray, KY	 other	4 minutes
20051202	20051202	 Murray, KY	 light	10 minutes
20060812	20060904	 Murray, KY	 changing	4hr
20050706	20060829	 Murray, KY	 cigar	5:00 min
20080808	20080810	 Murray, KY	 flash	about 6 seconds
20091205	20091205	 Murray, KY	 rectangle	aprox. 1:30 sec
19981012	19981113	 Murray, UT	 light	5 min.
19810811	20010501	 Murray, UT	 unknown	1 hour
20040414	20060108	 Murray, UT	 triangle	2 minutes
20080810	20080813	 Murray, UT	 other	30 seconds
20031122	20031122	 Murrells Inlet, SC	 circle	15 minutes
20050220	20050224	 Murrells Inlet, SC	 unknown	1 hour
20060525	20080110	 Murrells Inlet, SC	 disk	2 minutes
20081016	20081019	 Murrells Inlet, SC	 fireball	5-7 mins
20090417	20090423	 Murrells Inlet, SC	 flash	less than minute
20031022	20090408	 Murrells Inlet, SC	 disk	About 10 minutes
20000102	20000116	 Murrieta, CA	 fireball	3 seconds
20020704	20020704	 Murrieta, CA	 light	3 minutes
20040905	20040905	 Murrieta, CA	 other	2 minutes
20040415	20041014	 Murrieta, CA	 unknown	5 minutes at least
20050430	20050430	 Murrieta, CA	 circle	1 minute
19991220	20050519	 Murrieta, CA	 light	7 min
20050323	20050813	 Murrieta, CA	 triangle	2 minutes
20060614	20060614	 Murrieta, CA	 triangle	20 SEC
20040904	20060409	 Murrieta, CA	 triangle	3:00 minutes
20060521	20060521	 Murrieta, CA	 unknown	3 hours
20071201	20071203	 Murrieta, CA	 cigar	3 or 4 seconds
20080222	20080229	 Murrieta, CA	 triangle	Five minutes
20080526	20080527	 Murrieta, CA	 disk	20 minutes
20080905	20080905	 Murrieta, CA	 light	10 mins
20090313	20090313	 Murrieta, CA	 circle	1 minute
20091017	20091019	 Murrieta, CA	 circle	
20091206	20091209	 Murrieta, CA	 disk	
20070128	20070128	 Murrieta/Temecula, CA	 light	15 minutes
20100827	20100827	 Murry, NE	 diamond	8 seconds
20071002	20071004	 Murrysville, PA	 light	1hr
20051204	20051203	 Murtoa (Australia),	 light	about 1 second
20081119	20081122	 Murton (UK/England),	 triangle	15 seconds
19880610	20020518	 Murwillumbah (Just north of) (Australia),	 disk	2to5mins
19751025	19990308	 Muscatine (area approx. 7mi south), IA	 circle	10 to 12 sec
19980716	19980718	 Muscatine, IA	 oval	1 min.
20010131	20010204	 Muscatine, IA		
20040425	20040425	 Muscatine, IA	 changing	60mins.
20050914	20050915	 Muscatine, IA	 fireball	5 Seconds
20060525	20060524	 Muscatine, IA	 rectangle	2 mins.
20090315	20090905	 Muscatine, IA	 triangle	20 seconds
20090908	20090909	 Muscatine, IA	 light	3 min
19730108	20060306	 Muscle Shoals, AL	 oval	20 seconds
19771217	20080925	 Muscoda, WI	 triangle	20 sec.
20010819	20010819	 Muskego, WI	 light	5 minutes
20020413	20020415	 Muskego, WI	 circle	approx 5 min
20031118	20031119	 Muskego, WI	 other	Watched for at least 10 m
20040928	20040928	 Muskego, WI	 unknown	8 Seconds
20050111	20050112	 Muskego, WI	 flash	5-6 Min
20060308	20060714	 Muskego, WI	 oval	12 minutes
19830531	20010208	 Muskegon County (Northern part), MI	 disk	30 minutes
19951007	19951007	 Muskegon, MI		
19951118	19951121	 Muskegon, MI		12 min
19970924	20000404	 Muskegon, MI	 disk	several seconds
20010807	20010808	 Muskegon, MI	 triangle	5 min.
20020608	20020627	 Muskegon, MI	 triangle	10 seconds
20030412	20030413	 Muskegon, MI	 circle	2 MINUTES
20040218	20040218	 Muskegon, MI	 triangle	40 seconds
20040310	20040310	 Muskegon, MI	 teardrop	1 minute
20070414	20070415	 Muskegon, MI	 unknown	less than a minute
20070514	20070515	 Muskegon, MI	 other	less than a minute
20070610	20070610	 Muskegon, MI	 unknown	5 sec.
20090812	20090814	 Muskegon, MI	 triangle	5 Seconds
20100403	20100403	 Muskegon, MI	 changing	30-60seconds
19870630	20100416	 Muskegon, MI	 light	3 minutes
20100825	20100825	 Muskegon, MI	 circle	2-3 minutes
20031123	20031123	 Muskogee, OK	 light	2-3 min
20080604	20080605	 Muskogee, OK	 oval	5min.
20090725	20090726	 Muskogee, OK	 sphere	2:00 min
20100604	20100604	 Muskokee, OK	 light	1 Hour
19971024	20060105	 Musquodoboit Harbour (Canada), NS	 other	45 secs +/-
19960402	19960402	 Mussel Shoals, AL	 other	4 sec.
19200615	20030422	 Mussell County, MT		
20061219	20070204	 Mustang, NV	 triangle	3-4 mins
19930601	20030614	 Mustang, OK	 cylinder	an hour?
20100701	20100703	 Muttontown, NY	 other	.50
20070418	20070419	 Mutual, OK	 light	
14000630	20070120	 Myers Spring Canyon, TX	 circle	
20010413	20010420	 Mykonos (Greece),	 unknown	8 - 12 seconds
19980625	19990303	 Mykonos Island (Greece),	 fireball	30 sec.
19780730	20090104	 Myles Inlet, SC	 other	2 minutes
20040106	20060117	 Myricchidorr (Australia),	 sphere	3 seconds
19810605	20070310	 Myrtle Beach, NC	 light	10 sec
19981221	19981221	 Myrtle Beach, SC	 disk	30 seconds
19990720	20000214	 Myrtle Beach, SC	 triangle	1 min
19950701	20010405	 Myrtle Beach, SC	 light	15 seconds
20020816	20020817	 Myrtle Beach, SC	 oval	15min-20min
20020818	20020819	 Myrtle Beach, SC	 light	3 sec.
20020919	20021024	 Myrtle Beach, SC	 light	10-15 seconds
20011005	20030127	 Myrtle Beach, SC	 circle	10-15 seconds
20030909	20030911	 Myrtle Beach, SC	 other	10 seconds
20030926	20030928	 Myrtle Beach, SC	 light	30 seconds
20030909	20030913	 Myrtle Beach, SC	 sphere	2-3 min.
20030826	20030831	 Myrtle Beach, SC	 other	2 hours
20030909	20030914	 Myrtle Beach, SC	 circle	15 min
20030909	20030916	 Myrtle Beach, SC	 sphere	approx 10 min.
20030910	20030917	 Myrtle Beach, SC	 circle	30-45 minutes
20030909	20031002	 Myrtle Beach, SC	 light	15 minutes
20031203	20031205	 Myrtle Beach, SC	 light	20-30seconds
20031208	20031208	 Myrtle Beach, SC	 light	30 minutes
20040129	20040129	 Myrtle Beach, SC	 light	two minutes
20040113	20040116	 Myrtle Beach, SC	 unknown	a few seconds
20031227	20040503	 Myrtle Beach, SC	 disk	10  minutes
20040113	20040114	 Myrtle Beach, SC	 light	5 - 10 seconds
19860820	20041005	 Myrtle Beach, SC	 sphere	3 mins
20040916	20040916	 Myrtle Beach, SC	 unknown	10 mins
20041128	20041129	 Myrtle Beach, SC	 flash	30 mins
20050203	20050209	 Myrtle Beach, SC	 other	15 Seconds
20041213	20041215	 Myrtle Beach, SC	 light	60 seconds
20041208	20041207	 Myrtle Beach, SC	 chevron	5 to 10 seconds
20041219	20050217	 Myrtle Beach, SC	 chevron	5  min
20041207	20041208	 Myrtle Beach, SC	 unknown	10 Seconds
20020610	20050428	 Myrtle Beach, SC	 changing	30 min
0	20050531	 Myrtle Beach, SC	 light	5 sec
20050720	20050720	 Myrtle Beach, SC	 changing	20secs
20051107	20051107	 Myrtle Beach, SC	 light	minutes
20060318	20060320	 Myrtle Beach, SC	 fireball	1 min
20060519	20060804	 Myrtle Beach, SC	 light	3 - 8 min.
20060729	20060829	 Myrtle Beach, SC	 flash	22:00 - 23:30
20060721	20060823	 Myrtle Beach, SC	 other	A few seconds.
20060829	20060903	 Myrtle Beach, SC	 light	1 hour?
20060620	20061024	 Myrtle Beach, SC	 oval	15 SECONDS
20070222	20070226	 Myrtle Beach, SC	 light	25 - 30 sec.
20070317	20070328	 Myrtle beach, SC	 circle	
20070501	20070511	 Myrtle Beach, SC	 light	30minutes
20070628	20070701	 Myrtle Beach, SC	 light	5-10 seconds each occurre
20070610	20070610	 Myrtle Beach, SC	 triangle	30 minutes
20070727	20070728	 Myrtle Beach, SC	 fireball	1 second
20070626	20070630	 Myrtle Beach, SC	 light	"30 Seconds &amp; Over 1 hour"
20070704	20070704	 Myrtle Beach, SC	 circle	3 hours
20070906	20070906	 Myrtle Beach, SC	 circle	2 minutes
20070822	20070828	 Myrtle Beach, SC	 oval	15 minutes
20070727	20070814	 Myrtle Beach, SC	 oval	2-3 sec
20070904	20070925	 Myrtle Beach, SC	 light	10 seconds
20070923	20070928	 Myrtle Beach, SC	 sphere	3minutes
20070820	20071023	 Myrtle Beach, SC	 light	5 minutes
20071015	20071015	 Myrtle Beach, SC	 light	30 minutes
20071018	20071112	 Myrtle Beach, SC	 light	5 -7 minutes
20071018	20071020	 Myrtle Beach, SC	 other	5 minutes
20071231	20080101	 Myrtle Beach, SC	 egg	25 seconds
20080220	20080220	 Myrtle Beach, SC	 light	30 SECONDS
20080220	20080221	 Myrtle Beach, SC	 light	1 min
20080220	20080221	 Myrtle Beach, SC	 sphere	5 Minutes
20080130	20080130	 Myrtle Beach, SC	 sphere	15 minutes
20080625	20080629	 Myrtle Beach, SC	 formation	
20070427	20080827	 Myrtle Beach, SC	 circle	2 min
20081109	20081110	 Myrtle Beach, SC	 unknown	several hours
20090113	20090113	 Myrtle Beach, SC	 unknown	10 minutes
20030927	20090408	 Myrtle Beach, SC	 light	"On &amp; OFF 3 HRS."
20090527	20090528	 Myrtle Beach, SC	 circle	1 min
20090527	20090531	 Myrtle Beach, SC	 sphere	3 min
20090527	20090528	 Myrtle beach, SC	 light	up to two hours about eve
20090729	20090805	 Myrtle Beach, SC	 circle	30 seconds
20091008	20091008	 Myrtle Beach, SC	 sphere	45 mins.
20091115	20091116	 Myrtle Beach, SC		3 minutes
20100721	20100731	 Myrtle Beach, SC	 light	5 seconds
20100810	20100812	 Myrtle Beach, SC	 light	5-10 min
20080902	20080905	 Myrtle Beach, TN	 circle	15 Minutes
20070906	20070907	 Myrtle Beach, VA	 light	30 - 45 seconds
20060714	20060819	 Myrtle Beach-Cherry Grove, SC	 formation	over a course of and hour
19990812	19990815	 Myrtle Creek, OR	 circle	1 minute, appx.
20081021	20081022	 Myrtle Creek, OR	 light	30 sec.
20020707	20020817	 Myrtle Point, OR	 cigar	4 to 5 seconds
20060814	20060813	 Mysore (India),	 light	4mts
20071210	20080117	 Mystic  - New Haven, CT	 light	1/2 hour
19991109	19991110	 N State St, MS	 disk	?
20050811	20050819	 N. Cambria, PA	 light	4min
20081125	20081125	 N. Cape May, NJ	 triangle	10 minutes
19790715	20060426	 N. Cascades Nat. Park, WA	 light	2x ~10sec
20030213	20030213	 N. Charleston, SC	 chevron	15 seconds
19960330	20040804	 N. Everett, WA	 cylinder	3 Min
20090811	20090812	 N. Ft. Myers, FL	 formation	10 seconds
20090127	20090127	 N. Hollywood, CA	 cone	10 minutes
20091231	20100103	 N. Hollywood, CA	 cigar	60-70 seconds
19950314	19950319	 N. Judson, IN		
19950918	19950918	 N. Kingston, RI		90 min.
20060505	20060510	 N. Montpelier, VT	 light	
20081023	20090430	 N. Myrtle Beach, SC	 light	One hour
20090617	20090618	 N. Myrtle Beach, SC	 light	5-10 seconds
19951002	19951002	 N. Providence, RI		3 min.
19950930	19951002	 N. Providence, RI		
20031122	20031126	 N. Ridgeville, OH	 cigar	40 minutes
19861001	20051128	 N. Ridgeville, OH	 triangle	5 minutes
19950515	19950515	 N. Seattle, WA		30 sec.
19940515	19950602	 N. Seattle, WA		
19970705	19990118	 N. Waterboro, ME	 sphere	1 min
20090404	20090405	 N. Yorkshire (UK/England),	 circle	few mins
20030201	20030413	 N./A, TX	 other	1/2 SECOND
20080510	20080709	 N.Windham/ Willimantic, CT	 chevron	15 secs.
20001119	20001121	 n45 27.944   w088 23.691, WI	 circle	1 hour +
20031121	20071225	 na, DC		15 minutes
20000721	20000909	 na, NC	 triangle	"&lt; 5Minutes"
20041024	20041024	 NA, OH	 cylinder	2-5 seconds
20030116	20030116	 na, WA	 unknown	na
20030919	20040414	 na, WY	 teardrop	"&lt; 2 minutes"
19971015	20000822	 Naalehu, HI	 sphere	5 MIN.
20021212	20021129	 Naarden (Netherlands),	 triangle	20 seconds
19960629	19960629	 Nacagdoches, TX	 light	
19681105	20040229	 Nacaome (Honduras), MA	 oval	15 minutes
20031119	20031119	 Naco (Mexico), AZ	 light	09:30
20070922	20070929	 Naco (Mexico), AZ	 disk	5 Sec
20030728	20030802	 Nacogdoches, TX	 fireball	5 seconds
20071028	20071120	 Nacogdoches, TX	 chevron	Brief
20080502	20080503	 Nacogdoches, TX	 light	10 minutes
20071228	20080720	 Nacogdoches, TX	 unknown	4 seconds
20080613	20081027	 Nacogdoches, TX	 circle	5 minutes
20090223	20090317	 Nacogdoches, TX	 unknown	6 seconds
20090929	20090929	 Nacogdoches, TX	 rectangle	90 Seconds
20100213	20100218	 Nacogdoches, TX	 formation	15 to 20 seconds
19871215	19980723	 Nafpaktos (Greece),	 fireball	
20000524	20001129	 Nagoya (Japan),	 disk	10sec
19980704	19981219	 Nags Head, NC	 light	15 Minutes
20000730	20000805	 Nags Head, NC	 light	1hr. 30 minutes
20000729	20020821	 Nags Head, NC	 formation	1 hour
19920701	20030303	 Nags Head, NC	 circle	20 minutes
19890720	20031124	 Nags Head, NC	 changing	10 minutes
20090522	20090522	 Nags Head, NC	 unknown	30 min total
19930715	20021204	 Nagu (Finland),	 fireball	60 sec.
19630626	20080802	 Naha (Japan),	 circle	3 minutes
20000920	20000924	 Naha (near) (Okinawa, Japan),	 triangle	40-60 seconds
19700601	20021209	 Naha (Okinawa) (Japan),	 oval	1-2 min
20030902	20030902	 Naharia (Israel),	 circle	half an hour
20061128	20061202	 Nahunta, GA	 fireball	30 seconds
20050107	20050112	 Nairobi (Kenya),	 unknown	1 min. 30 sec.
20020730	20020801	 Nampa (outside), ID	 cigar	approx. 3 minutes
19990915	19990915	 Nampa, ID	 triangle	2-3 minutes
19990915	19990917	 Nampa, ID	 unknown	45 Seconds
20020715	20040914	 Nampa, ID	 light	5 sec
20041006	20041007	 Nampa, ID	 formation	1 hour
19920401	20050716	 Nampa, ID	 sphere	5 minutes
20050715	20050716	 Nampa, ID	 other	30 mins
20060601	20060603	 Nampa, ID	 fireball	3-5 seconds
20060719	20061012	 Nampa, ID	 other	Short
20080322	20080322	 Nampa, ID	 light	5 seconds
20090128	20090128	 Nampa, ID	 light	Approx. 100 seconds
20010807	20090130	 Nampa, ID	 disk	30 sec.
20020727	20020727	 Namur (Belgium),	 triangle	1 minute
19980723	19980924	 Nanaimo (Canada), BC	 cigar	30 seconds
19770601	20000214	 Nanaimo (Canada), BC	 light	5-15 min
19960601	20000612	 Nanaimo (Canada), BC	 oval	
19630615	20020730	 Nanaimo (Canada), BC	 disk	approx. 1 hr.
20030708	20030709	 Nanaimo (Canada), BC	 sphere	3 minutes
20040818	20040819	 Nanaimo (Canada), BC	 sphere	10 seconds
20040615	20040713	 Nanaimo (Canada), BC	 unknown	1 minute
20040715	20041107	 Nanaimo (Canada), BC	 circle	5-6 minutes
20041223	20041224	 Nanaimo (Canada), BC	 unknown	34min
20050222	20050222	 Nanaimo (Canada), BC	 oval	10 minutes
20050311	20050311	 Nanaimo (Canada), BC	 light	40 seconds
20050614	20050615	 Nanaimo (Canada), BC	 other	approx2 minutes
20050714	20050714	 Nanaimo (Canada), BC	 circle	15 mins
20060807	20060807	 Nanaimo (Canada), BC	 triangle	all night
19980601	20070114	 Nanaimo (Canada), BC	 sphere	3 min.
20081125	20081130	 Nanaimo (Canada), BC	 disk	10 min
20091225	20091225	 Nanaimo (Canada), BC	 triangle	20 minutes
20040608	20040609	 Nanaimo, Parksville (Canada), BC	 triangle	10 minutes
19660515	20080508	 Nanakuli, HI	 disk	5-6 MINS
20100710	20100710	 Nanjing (China),	 rectangle	As reported
19970323	20051022	 Nanoose Bay (Canada), BC	 other	2 to 3 minutes
19990911	19990915	 Nantahala National Forest (Center of), NC	 light	aprox. 2hours
19720810	20040420	 Nanton (Canada), AB	 unknown	1 to 2 minutes
20040329	20040331	 Nanton (north of) (Canada), AB	 light	10 minutes
20010730	20010730	 Nantucket, MA	 light	prolonged
20030930	20031001	 Nantucket, MA	 triangle	10to20 sec.
20030704	20031008	 Nantucket, MA	 circle	15min.
20061016	20061122	 Nantucket, MA	 circle	30 seconds
20080920	20080920	 Nantucket, MA	 unknown	15 minutes
20100522	20100527	 Nantucket, MA	 cylinder	30 seconds
20090512	20090512	 Nantwich (UK/England),	 light	4 minutes
20060317	20060321	 Nanuet, NY	 oval	20 minutes
19990810	20000314	 Napa (near), CA	 other	8 minutes
19950928	19950929	 Napa, CA		
19880626	20000224	 Napa, CA	 chevron	5 seconds
20000929	20000929	 Napa, CA	 sphere	5 Minutes
20011210	20011211	 Napa, CA	 light	5-10 Seconds
20020209	20020209	 Napa, CA	 cigar	15 seconds
20020701	20020702	 Napa, CA	 changing	5 min
20020629	20020629	 Napa, CA	 sphere	40 seconds
20020706	20020707	 Napa, CA	 fireball	
20030115	20030928	 Napa, CA	 chevron	6 seconds
20030123	20030928	 Napa, CA	 changing	3 seconds
19940820	20030928	 Napa, CA	 light	2 seconds
20031123	20031123	 Napa, CA	 unknown	less than 5 minutes
20031215	20031215	 Napa, CA	 circle	30minutes
20040315	20040611	 Napa, CA	 triangle	10 seconds
19770606	20050208	 Napa, CA	 disk	1 hour
20050206	20050208	 Napa, CA	 light	3 minutes
19790616	20050307	 Napa, CA	 triangle	10 minutes
20050324	20050325	 Napa, CA	 fireball	60 seconds
20051001	20051010	 Napa, CA	 unknown	20 minutes
20051030	20051031	 Napa, CA	 fireball	momentary
20060916	20060917	 Napa, CA	 fireball	3-5 Min
20070802	20070814	 Napa, CA	 light	1-2 Minutes
20080225	20080226	 Napa, CA	 light	3-5 minutes
20080326	20080327	 Napa, CA	 triangle	3 minutes
20080817	20080817	 Napa, CA	 light	5 to 7 minutes
20080812	20080813	 Napa, CA	 light	1 minute
19740601	20081231	 Napa, CA	 cigar	5 min
20091201	20091202	 Napa, CA	 light	5 minutes
20100620	20100621	 Napa, CA	 sphere	5 min.
20030618	20030624	 Napali Coast, HI	 other	2 seconds
19480601	20020305	 Napan (Canada), NB	 rectangle	20 sec
20100512	20100526	 Napavine (outside of), WA	 unknown	About 1 Minute
20080203	20080203	 Napavine, WA	 light	30-45 seconds
20080622	20080622	 Napavine, WA	 light	20-30 seconds
20000715	20000716	 Naperville, IL	 disk	45-60 sec
19971201	20001213	 Naperville, IL	 oval	15 minutes ?
20010720	20010720	 Naperville, IL	 oval	15 minutes
20010906	20010907	 Naperville, IL	 light	30 seconds
19990715	20020130	 Naperville, IL	 light	bout 30 min
20010615	20020802	 Naperville, IL	 sphere	5-8 min
20030722	20030724	 Naperville, IL	 triangle	1 minute
19971215	20040410	 Naperville, IL	 disk	5-10 minutes
20040713	20040715	 Naperville, IL	 triangle	15 minutes
20050127	20050130	 Naperville, IL	 other	30 seconds
20050901	20051108	 Naperville, IL	 light	20 min
20060414	20060414	 Naperville, IL	 sphere	60 seconds
20061106	20070103	 Naperville, IL	 sphere	3 minutes
20070204	20070205	 Naperville, IL		4-5 (?) seconds
20070518	20070518	 Naperville, IL	 egg	2 min
20070809	20070810	 Naperville, IL	 sphere	Less than 5 seconds
20080723	20080723	 Naperville, IL	 triangle	60 seconds
20100717	20100718	 Naperville, IL	 light	5 minutes
20100811	20100811	 Naperville, IL	 sphere	3 seconds
19790601	20020816	 Napier (New Zealand),	 other	5mins
20031218	20031218	 Napier (New Zealand),	 rectangle	15 min
20040630	20060801	 Napier (New Zealand),	 light	10 seconds
20080103	20080301	 Napier (New Zealand),	 triangle	3 minutes
20080225	20081003	 Napier (New Zealand),	 triangle	10 - 15 minutes
20070413	20070414	 Napili Bay (Maui), HI	 rectangle	3-5 seconds
19781226	20040804	 Naples (Italy),	 oval	1 hour
19690104	19981228	 Naples (just north of), FL	 oval	???
20040328	20040329	 Naples (Vanderbuilt Beach), FL	 light	40 minutes
19950812	19950816	 Naples, FL		
19980307	19980310	 Naples, FL	 cone	
19991120	19991120	 Naples, FL	 changing	Walking our dog
19970310	20010221	 Naples, FL	 unknown	?
20011118	20011119	 Naples, FL	 formation	five seconds
20020218	20020218	 Naples, FL	 flash	15 mins
20020116	20020117	 Naples, FL	 light	"don&apos;t know"
20020301	20020303	 Naples, FL	 triangle	3 Minutes
20020524	20020524	 Naples, FL	 unknown	still happening
20040516	20040617	 Naples, FL	 disk	5 sec
20020410	20040831	 Naples, FL	 light	30 seconds or so
20030601	20041220	 Naples, FL	 unknown	10:min
20050317	20050317	 Naples, FL	 light	2 hours
20050628	20050628	 Naples, FL	 sphere	about 2 seconds
20051103	20051104	 Naples, FL	 other	5-7 seconds
19901130	20051116	 Naples, FL	 other	5 seconds
20060427	20060427	 Naples, FL	 formation	15 seconds
20060822	20061008	 Naples, FL	 light	4 min.
20060817	20060819	 Naples, FL	 sphere	30 MINUTES
20060920	20060922	 Naples, FL	 triangle	12 seconds
20040331	20070817	 Naples, FL	 sphere	40 minutes
20070917	20070917	 Naples, FL	 disk	5 seconds
20080111	20080112	 Naples, FL	 triangle	8 secs
20080310	20080311	 Naples, FL	 light	3 seconds
20080509	20080513	 Naples, FL	 rectangle	15 seconds
20080820	20080821	 Naples, FL	 light	4 minutes
20081011	20081016	 Naples, FL	 triangle	30 seconds
20090111	20090112	 Naples, FL	 other	02:00
20081216	20081216	 Naples, FL	 unknown	3 mins.
20081218	20081219	 Naples, FL	 other	20 min.
20090907	20090910	 Naples, FL	 rectangle	6 minutes
20100101	20100101	 Naples, FL	 sphere	2 min
20100401	20100401	 Naples, FL	 circle	5 minutes
20100125	20100125	 Naples, FL	 light	1 min
20100501	20100501	 Naples, FL	 cigar	5 minutes
20090504	20090504	 Naples, IL	 circle	
19991207	19991209	 Naples, ME	 light	at least an hour
20020326	20020326	 Naples, ME	 triangle	
20020704	20020704	 Naples, ME	 circle	20 mins
20030416	20030529	 Naples, ME	 flash	45min
19950113	20001218	 Napoleon, MI	 circle	2 min
20011027	20011210	 Napoleon, ND	 light	10 minutes
20011027	20011113	 Napoleon, ND	 light	10 minutes
19991116	19991117	 Napoleon, OH	 fireball	1.5 min
19980721	20000204	 Napoleon, OH	 unknown	10 minutes
20001017	20001017	 Napoleonville, LA	 other	5sec
20030813	20030814	 Napoleonville, LA	 other	8sec
20050525	20050711	 Napoleonville, LA	 sphere	10sec
20081120	20081120	 Napoleonville, LA	 flash	5 seconds
20070317	20100719	 Napoleonville, LA	 formation	
20021008	20021008	 Narberth, PA	 fireball	few seconds
20030718	20030724	 Narberth, PA	 light	
20081014	20081015	 Narberth, PA	 light	20 sec
19980618	19980320	 Narcoossee, FL	 light	
20010704	20010704	 Narragansett, RI	 rectangle	30 seconds
19650702	20040410	 Narragansett, RI	 egg	15 sec.
20060616	20060616	 Narragansett, RI	 light	15 minutes
20070607	20070607	 Narragansett, RI	 chevron	10 minutes
20080524	20080524	 Narragansett, RI	 circle	4-5 minutes
19821015	20090205	 Narragansette, RI	 chevron	15 seconds
20061028	20061130	 Narsarsuaq (Greenland), ND	 teardrop	5 Minutes
19680606	20031102	 NAS Fallon, NV	 disk	five minutes
20060509	20060509	 NAS Lemoore, CA	 light	10 mins
19930615	20031208	 NAS Whidby Island/Oak Harbor, WA	 light	About 5 minuets
19890313	20060909	 NASA shuttle DISCOVERY,	 unknown	unknown
19990604	19990604	 NASA Space Shuttle,	 light	8-10 sec
20081116	20081116	 NASA TV Broadcast,	 flash	15 seconds
19860128	20080330	 NASA, FL	 oval	Space Shuttle Challenger
20000521	20000611	 NASA-INTERNET TV, TX	 disk	10MIN
20020416	20020416	 Nashua, NH	 disk	3-4 seconds
20020416	20020417	 Nashua, NH	 disk	3-4 seconds
20030227	20030228	 Nashua, NH	 oval	4 Minutes
20031018	20031018	 Nashua, NH	 circle	1 minute
20050402	20050402	 Nashua, NH	 sphere	1 or 2 seconds
20050802	20050802	 Nashua, NH	 other	20-25min
19950804	20070711	 Nashua, NH	 rectangle	4 minutes
19920401	20080122	 Nashua, NH	 oval	10 minutes
20081030	20081031	 Nashua, NH	 other	2-3 minutes
